name	descr	pvalue	qvalue
MITOTIC CYTOKINESIS%GOBP%GO:0000281	MITOTIC CYTOKINESIS%GOBP%GO:0000281	0.000695	0.0165130516014235
ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 83%983695	ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 83%983695	0.000695	0.0165130516014235
BETA-2-MICROGLOBULIN BINDING%GOMF%GO:0030881	BETA-2-MICROGLOBULIN BINDING%GOMF%GO:0030881	0.000702	0.0166497442273535
LIPOXYGENASE PATHWAY%GOBP%GO:0019372	LIPOXYGENASE PATHWAY%GOBP%GO:0019372	0.000704	0.0166558621908127
DESUMOYLASE ACTIVITY%GOMF%GO:0016929	DESUMOYLASE ACTIVITY%GOMF%GO:0016929	0.000705	0.0166558621908127
CYTIDINE TO URIDINE EDITING%GOBP%GO:0016554	CYTIDINE TO URIDINE EDITING%GOBP%GO:0016554	0.000706	0.0166558621908127
PIGMENT CELL DIFFERENTIATION%GOBP%GO:0050931	PIGMENT CELL DIFFERENTIATION%GOBP%GO:0050931	0.000709	0.0166971375661376
POSITIVE REGULATION OF EXECUTION PHASE OF APOPTOSIS%GOBP%GO:1900119	POSITIVE REGULATION OF EXECUTION PHASE OF APOPTOSIS%GOBP%GO:1900119	0.000713	0.0167557855887522
NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS%GOBP%GO:0043524	NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS%GOBP%GO:0043524	0.000714	0.0167557855887522
POSITIVE REGULATION OF INTERLEUKIN-18 PRODUCTION%GOBP%GO:0032741	POSITIVE REGULATION OF INTERLEUKIN-18 PRODUCTION%GOBP%GO:0032741	0.000728	0.0170478756567426
EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007173	EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007173	0.000729	0.0170478756567426
ENDONUCLEOLYTIC CLEAVAGE OF TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000479	ENDONUCLEOLYTIC CLEAVAGE OF TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000479	0.000732	0.0170582827225131
ENDONUCLEOLYTIC CLEAVAGE INVOLVED IN RRNA PROCESSING%GOBP%GO:0000478	ENDONUCLEOLYTIC CLEAVAGE INVOLVED IN RRNA PROCESSING%GOBP%GO:0000478	0.000732	0.0170582827225131
BIOACTIVE LIPID RECEPTOR ACTIVITY%GOMF%GO:0045125	BIOACTIVE LIPID RECEPTOR ACTIVITY%GOMF%GO:0045125	0.000749	0.0174169565217391
GLUCOSE CATABOLIC PROCESS%GOBP%GO:0006007	GLUCOSE CATABOLIC PROCESS%GOBP%GO:0006007	0.00075	0.0174169565217391
POSITIVE REGULATION OF RECEPTOR CATABOLIC PROCESS%GOBP%GO:2000646	POSITIVE REGULATION OF RECEPTOR CATABOLIC PROCESS%GOBP%GO:2000646	0.000754	0.0174491542461005
OXIDOREDUCTASE ACTIVITY, ACTING ON PEROXIDE AS ACCEPTOR%GOMF%GO:0016684	OXIDOREDUCTASE ACTIVITY, ACTING ON PEROXIDE AS ACCEPTOR%GOMF%GO:0016684	0.000754	0.0174491542461005
REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0046626	REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0046626	0.000757	0.0174882716262976
INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS%GOBP%GO:0002437	INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS%GOBP%GO:0002437	0.000765	0.0176425647668394
INTERCALATED DISC%GOCC%GO:0014704	INTERCALATED DISC%GOCC%GO:0014704	0.000768	0.0176812137931034
KISSPEPTIN/KISSPEPTIN RECEPTOR SYSTEM IN THE OVARY%WIKIPATHWAYS_20220510%WP4871%HOMO SAPIENS	KISSPEPTIN/KISSPEPTIN RECEPTOR SYSTEM IN THE OVARY%WIKIPATHWAYS_20220510%WP4871%HOMO SAPIENS	0.000771	0.0177047495711835
LXR-MEDIATED SIGNALING%REACTOME DATABASE ID RELEASE 83%9024446	LXR-MEDIATED SIGNALING%REACTOME DATABASE ID RELEASE 83%9024446	0.000772	0.0177047495711835
ORGANIC CATION TRANSPORT%GOBP%GO:0015695	ORGANIC CATION TRANSPORT%GOBP%GO:0015695	0.000773	0.0177047495711835
REGULATED PROTEOLYSIS OF P75NTR%REACTOME DATABASE ID RELEASE 83%193692	REGULATED PROTEOLYSIS OF P75NTR%REACTOME DATABASE ID RELEASE 83%193692	0.000775	0.0177201626712329
SHC1 EVENTS IN EGFR SIGNALING%REACTOME%R-HSA-180336.2	SHC1 EVENTS IN EGFR SIGNALING%REACTOME%R-HSA-180336.2	0.000782	0.0178496512820513
CEREBRAL CORTEX DEVELOPMENT%GOBP%GO:0021987	CEREBRAL CORTEX DEVELOPMENT%GOBP%GO:0021987	0.000787	0.0179331245733788
DEACTIVATION OF THE BETA-CATENIN TRANSACTIVATING COMPLEX%REACTOME DATABASE ID RELEASE 83%3769402	DEACTIVATION OF THE BETA-CATENIN TRANSACTIVATING COMPLEX%REACTOME DATABASE ID RELEASE 83%3769402	0.000789	0.017948069846678
PTERIDINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0042558	PTERIDINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0042558	0.000794	0.0180310918367347
REGULATION OF SMOOTH MUSCLE CONTRACTION%GOBP%GO:0006940	REGULATION OF SMOOTH MUSCLE CONTRACTION%GOBP%GO:0006940	0.000798	0.0180831305084746
REGULATION OF LIGASE ACTIVITY%GOBP%GO:0051340	REGULATION OF LIGASE ACTIVITY%GOBP%GO:0051340	0.000799	0.0180831305084746
PRC2 METHYLATES HISTONES AND DNA%REACTOME%R-HSA-212300.1	PRC2 METHYLATES HISTONES AND DNA%REACTOME%R-HSA-212300.1	0.000804	0.0181655025380711
REGULATION OF DOSAGE COMPENSATION BY INACTIVATION OF X CHROMOSOME%GOBP%GO:1900095	REGULATION OF DOSAGE COMPENSATION BY INACTIVATION OF X CHROMOSOME%GOBP%GO:1900095	0.000808	0.0182250405405405
HYALURONIC ACID BINDING%GOMF%GO:0005540	HYALURONIC ACID BINDING%GOMF%GO:0005540	0.000811	0.0182618600337268
RESPONSE TO TUMOR CELL%GOBP%GO:0002347	RESPONSE TO TUMOR CELL%GOBP%GO:0002347	0.000817	0.0183351277310924
FORMATION OF THE BETA-CATENIN:TCF TRANSACTIVATING COMPLEX%REACTOME%R-HSA-201722.4	FORMATION OF THE BETA-CATENIN:TCF TRANSACTIVATING COMPLEX%REACTOME%R-HSA-201722.4	0.000817	0.0183351277310924
ANIMAL ORGAN FORMATION%GOBP%GO:0048645	ANIMAL ORGAN FORMATION%GOBP%GO:0048645	0.000823	0.0183994515050167
AUTOPHAGOSOME-LYSOSOME FUSION%GOBP%GO:0061909	AUTOPHAGOSOME-LYSOSOME FUSION%GOBP%GO:0061909	0.000823	0.0183994515050167
SYNAPTIC TRANSMISSION, GLUTAMATERGIC%GOBP%GO:0035249	SYNAPTIC TRANSMISSION, GLUTAMATERGIC%GOBP%GO:0035249	0.000824	0.0183994515050167
CYTOSKELETAL REGULATION BY RHO GTPASE%PANTHER PATHWAY%P00016	CYTOSKELETAL REGULATION BY RHO GTPASE%PANTHER PATHWAY%P00016	0.000828	0.0184367401960784
TETRAHYDROFOLATE METABOLIC PROCESS%GOBP%GO:0046653	TETRAHYDROFOLATE METABOLIC PROCESS%GOBP%GO:0046653	0.00083	0.0184367401960784
PROTON-TRANSPORTING TWO-SECTOR ATPASE COMPLEX ASSEMBLY%GOBP%GO:0070071	PROTON-TRANSPORTING TWO-SECTOR ATPASE COMPLEX ASSEMBLY%GOBP%GO:0070071	0.00083	0.0184367401960784
GANGLION DEVELOPMENT%GOBP%GO:0061548	GANGLION DEVELOPMENT%GOBP%GO:0061548	0.000834	0.0184367401960784
FC RECEPTOR SIGNALING PATHWAY%GOBP%GO:0038093	FC RECEPTOR SIGNALING PATHWAY%GOBP%GO:0038093	0.000836	0.0184367401960784
NEGATIVE REGULATION OF MAST CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0033007	NEGATIVE REGULATION OF MAST CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0033007	0.000837	0.0184367401960784
IRES-DEPENDENT VIRAL TRANSLATIONAL INITIATION%GOBP%GO:0075522	IRES-DEPENDENT VIRAL TRANSLATIONAL INITIATION%GOBP%GO:0075522	0.000838	0.0184367401960784
CRANIAL SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:1904888	CRANIAL SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:1904888	0.00084	0.0184367401960784
BIOCARTA_BTG2_PATHWAY%MSIGDB_C2%BIOCARTA_BTG2_PATHWAY	BIOCARTA_BTG2_PATHWAY%MSIGDB_C2%BIOCARTA_BTG2_PATHWAY	0.000844	0.0184367401960784
PYRIMIDINE METABOLISM%PATHWHIZ%PW000160	PYRIMIDINE METABOLISM%PATHWHIZ%PW000160	0.000845	0.0184367401960784
BETA-UREIDOPROPIONASE DEFICIENCY%PATHWHIZ%PW000187	BETA-UREIDOPROPIONASE DEFICIENCY%PATHWHIZ%PW000187	0.000845	0.0184367401960784
UMP SYNTHASE DEFICIENCY (OROTIC ACIDURIA)%SMPDB%SMP0000219	UMP SYNTHASE DEFICIENCY (OROTIC ACIDURIA)%SMPDB%SMP0000219	0.000845	0.0184367401960784
DIHYDROPYRIMIDINASE DEFICIENCY%SMPDB%SMP0000178	DIHYDROPYRIMIDINASE DEFICIENCY%SMPDB%SMP0000178	0.000845	0.0184367401960784
MNGIE (MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY)%PATHWHIZ%PW000190	MNGIE (MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY)%PATHWHIZ%PW000190	0.000845	0.0184367401960784
LXRS REGULATE GENE EXPRESSION LINKED TO CHOLESTEROL TRANSPORT AND EFFLUX%REACTOME%R-HSA-9029569.1	LXRS REGULATE GENE EXPRESSION LINKED TO CHOLESTEROL TRANSPORT AND EFFLUX%REACTOME%R-HSA-9029569.1	0.000848	0.0184636758957655
VITAMIN D METABOLIC PROCESS%GOBP%GO:0042359	VITAMIN D METABOLIC PROCESS%GOBP%GO:0042359	0.000849	0.0184636758957655
SIGNALING BY ERBB2 KD MUTANTS%REACTOME%R-HSA-9664565.1	SIGNALING BY ERBB2 KD MUTANTS%REACTOME%R-HSA-9664565.1	0.000851	0.0184770780487805
PRESYNAPTIC CYTOSKELETON%GOCC%GO:0099569	PRESYNAPTIC CYTOSKELETON%GOCC%GO:0099569	0.000859	0.0186204983766234
P38MAPK CASCADE%GOBP%GO:0038066	P38MAPK CASCADE%GOBP%GO:0038066	0.000861	0.018633602917342
REGULATION OF AMINE METABOLIC PROCESS%GOBP%GO:0033238	REGULATION OF AMINE METABOLIC PROCESS%GOBP%GO:0033238	0.000867	0.0187330922330097
HISTONE METHYLTRANSFERASE ACTIVITY%GOMF%GO:0042054	HISTONE METHYLTRANSFERASE ACTIVITY%GOMF%GO:0042054	0.000871	0.0187803483870968
CDP-ALCOHOL PHOSPHATIDYLTRANSFERASE ACTIVITY%GOMF%GO:0017169	CDP-ALCOHOL PHOSPHATIDYLTRANSFERASE ACTIVITY%GOMF%GO:0017169	0.000872	0.0187803483870968
NF-KB ACTIVATION THROUGH FADD RIP-1 PATHWAY MEDIATED BY CASPASE-8 AND -10%REACTOME%R-HSA-933543.3	NF-KB ACTIVATION THROUGH FADD RIP-1 PATHWAY MEDIATED BY CASPASE-8 AND -10%REACTOME%R-HSA-933543.3	0.000876	0.018836115942029
MULTIVESICULAR BODY ORGANIZATION%GOBP%GO:0036257	MULTIVESICULAR BODY ORGANIZATION%GOBP%GO:0036257	0.000879	0.0188613804173355
CEREBELLAR GRANULAR LAYER DEVELOPMENT%GOBP%GO:0021681	CEREBELLAR GRANULAR LAYER DEVELOPMENT%GOBP%GO:0021681	0.00088	0.0188613804173355
POSITIVE REGULATION OF DEFENSE RESPONSE TO BACTERIUM%GOBP%GO:1900426	POSITIVE REGULATION OF DEFENSE RESPONSE TO BACTERIUM%GOBP%GO:1900426	0.000882	0.0188739519230769
BOX C/D RNP COMPLEX%GOCC%GO:0031428	BOX C/D RNP COMPLEX%GOCC%GO:0031428	0.000895	0.019121496
MITOCHONDRIAL PROTEIN IMPORT%REACTOME%R-HSA-1268020.3	MITOCHONDRIAL PROTEIN IMPORT%REACTOME%R-HSA-1268020.3	9e-04	0.0191976038338658
UBIQUITIN-LIKE MODIFIER ACTIVATING ENZYME ACTIVITY%GOMF%GO:0008641	UBIQUITIN-LIKE MODIFIER ACTIVATING ENZYME ACTIVITY%GOMF%GO:0008641	0.000902	0.0192095789473684
POSITIVE REGULATION OF BASEMENT MEMBRANE ASSEMBLY INVOLVED IN EMBRYONIC BODY MORPHOGENESIS%GOBP%GO:1904261	POSITIVE REGULATION OF BASEMENT MEMBRANE ASSEMBLY INVOLVED IN EMBRYONIC BODY MORPHOGENESIS%GOBP%GO:1904261	0.000906	0.0192334149443561
REGULATION OF BASEMENT MEMBRANE ASSEMBLY INVOLVED IN EMBRYONIC BODY MORPHOGENESIS%GOBP%GO:1904259	REGULATION OF BASEMENT MEMBRANE ASSEMBLY INVOLVED IN EMBRYONIC BODY MORPHOGENESIS%GOBP%GO:1904259	0.000906	0.0192334149443561
PEPTIDYL-LYSINE HYDROXYLATION%GOBP%GO:0017185	PEPTIDYL-LYSINE HYDROXYLATION%GOBP%GO:0017185	0.000909	0.0192359381933439
OXIDOREDUCTASE ACTIVITY, ACTING ON THE CH-NH2 GROUP OF DONORS%GOMF%GO:0016638	OXIDOREDUCTASE ACTIVITY, ACTING ON THE CH-NH2 GROUP OF DONORS%GOMF%GO:0016638	0.000909	0.0192359381933439
MATURATION OF SSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000462	MATURATION OF SSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000462	0.000912	0.0192688860759494
POSITIVE REGULATION OF MAST CELL DEGRANULATION%GOBP%GO:0043306	POSITIVE REGULATION OF MAST CELL DEGRANULATION%GOBP%GO:0043306	0.000927	0.019524023659306
POSITIVE REGULATION OF MAST CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0033008	POSITIVE REGULATION OF MAST CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0033008	0.000927	0.019524023659306
POSITIVE REGULATION OF ATTACHMENT OF MITOTIC SPINDLE MICROTUBULES TO KINETOCHORE%GOBP%GO:1902425	POSITIVE REGULATION OF ATTACHMENT OF MITOTIC SPINDLE MICROTUBULES TO KINETOCHORE%GOBP%GO:1902425	0.000933	0.0195788100470958
REGULATION OF ATTACHMENT OF MITOTIC SPINDLE MICROTUBULES TO KINETOCHORE%GOBP%GO:1902423	REGULATION OF ATTACHMENT OF MITOTIC SPINDLE MICROTUBULES TO KINETOCHORE%GOBP%GO:1902423	0.000933	0.0195788100470958
COPII-COATED VESICLE BUDDING%GOBP%GO:0090114	COPII-COATED VESICLE BUDDING%GOBP%GO:0090114	0.000934	0.0195788100470958
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:1900182	POSITIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:1900182	0.000942	0.0197155579937304
EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0140115	EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0140115	0.000949	0.019820859375
PEPTIDE HORMONE PROCESSING%GOBP%GO:0016486	PEPTIDE HORMONE PROCESSING%GOBP%GO:0016486	0.00095	0.019820859375
PKC-GAMMA CALCIUM SIGNALING PATHWAY IN ATAXIA%WIKIPATHWAYS_20220510%WP4760%HOMO SAPIENS	PKC-GAMMA CALCIUM SIGNALING PATHWAY IN ATAXIA%WIKIPATHWAYS_20220510%WP4760%HOMO SAPIENS	0.000958	0.0199463037383178
NEGATIVE REGULATION BY HOST OF VIRAL PROCESS%GOBP%GO:0044793	NEGATIVE REGULATION BY HOST OF VIRAL PROCESS%GOBP%GO:0044793	0.000959	0.0199463037383178
HISTONE H3K14 ACETYLTRANSFERASE ACTIVITY%GOMF%GO:0036408	HISTONE H3K14 ACETYLTRANSFERASE ACTIVITY%GOMF%GO:0036408	0.000976	0.0202683172628305
REGULATION OF APOPTOTIC CELL CLEARANCE%GOBP%GO:2000425	REGULATION OF APOPTOTIC CELL CLEARANCE%GOBP%GO:2000425	0.000987	0.0204649239130435
GLUTAMINE METABOLIC PROCESS%GOBP%GO:0006541	GLUTAMINE METABOLIC PROCESS%GOBP%GO:0006541	0.000995	0.0205988139534884
NUCLEOSIDE MONOPHOSPHATE CATABOLIC PROCESS%GOBP%GO:0009125	NUCLEOSIDE MONOPHOSPHATE CATABOLIC PROCESS%GOBP%GO:0009125	0.001	0.0206383307573416
REGULATION OF BEHAVIOR%GOBP%GO:0050795	REGULATION OF BEHAVIOR%GOBP%GO:0050795	0.001	0.0206383307573416
POSITIVE REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048661	POSITIVE REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048661	0.00101	0.0207485076923077
LACTOSE DEGRADATION%SMPDB%SMP0000457	LACTOSE DEGRADATION%SMPDB%SMP0000457	0.00101	0.0207485076923077
LACTOSE INTOLERANCE%PATHWHIZ%PW000206	LACTOSE INTOLERANCE%PATHWHIZ%PW000206	0.00101	0.0207485076923077
PHAGOSOME-LYSOSOME FUSION%GOBP%GO:0090385	PHAGOSOME-LYSOSOME FUSION%GOBP%GO:0090385	0.00102	0.0208896625766871
PID_ER_NONGENOMIC_PATHWAY%MSIGDB_C2%PID_ER_NONGENOMIC_PATHWAY	PID_ER_NONGENOMIC_PATHWAY%MSIGDB_C2%PID_ER_NONGENOMIC_PATHWAY	0.00102	0.0208896625766871
NEGATIVE REGULATION OF MAST CELL ACTIVATION%GOBP%GO:0033004	NEGATIVE REGULATION OF MAST CELL ACTIVATION%GOBP%GO:0033004	0.00103	0.0209021124620061
NUCLEOID%GOCC%GO:0009295	NUCLEOID%GOCC%GO:0009295	0.00103	0.0209021124620061
MITOCHONDRIAL NUCLEOID%GOCC%GO:0042645	MITOCHONDRIAL NUCLEOID%GOCC%GO:0042645	0.00103	0.0209021124620061
1-PHOSPHATIDYLINOSITOL-4-PHOSPHATE 5-KINASE ACTIVITY%GOMF%GO:0016308	1-PHOSPHATIDYLINOSITOL-4-PHOSPHATE 5-KINASE ACTIVITY%GOMF%GO:0016308	0.00103	0.0209021124620061
5-ARACHIDONYLGLYCEROL_BIOSYNTHESIS%PANTHER PATHWAY%P05726	5-ARACHIDONYLGLYCEROL_BIOSYNTHESIS%PANTHER PATHWAY%P05726	0.00103	0.0209021124620061
GRB2 EVENTS IN EGFR SIGNALING%REACTOME%R-HSA-179812.2	GRB2 EVENTS IN EGFR SIGNALING%REACTOME%R-HSA-179812.2	0.00103	0.0209021124620061
REGULATION OF MICROGLIAL CELL ACTIVATION%GOBP%GO:1903978	REGULATION OF MICROGLIAL CELL ACTIVATION%GOBP%GO:1903978	0.00104	0.0209775226586103
MEDIUM-CHAIN FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0051792	MEDIUM-CHAIN FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0051792	0.00104	0.0209775226586103
REGULATION BY VIRUS OF VIRAL PROTEIN LEVELS IN HOST CELL%GOBP%GO:0046719	REGULATION BY VIRUS OF VIRAL PROTEIN LEVELS IN HOST CELL%GOBP%GO:0046719	0.00104	0.0209775226586103
MICROGLIA PATHOGEN PHAGOCYTOSIS PATHWAY%WIKIPATHWAYS_20220510%WP3937%HOMO SAPIENS	MICROGLIA PATHOGEN PHAGOCYTOSIS PATHWAY%WIKIPATHWAYS_20220510%WP3937%HOMO SAPIENS	0.00104	0.0209775226586103
TONGUE DEVELOPMENT%GOBP%GO:0043586	TONGUE DEVELOPMENT%GOBP%GO:0043586	0.00105	0.021115436746988
ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRIAL MEMBRANE%GOBP%GO:0090151	ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRIAL MEMBRANE%GOBP%GO:0090151	0.00105	0.021115436746988
NUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0009116	NUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0009116	0.00107	0.0214208545727136
RUNX3 REGULATES P14-ARF%REACTOME DATABASE ID RELEASE 83%8951936	RUNX3 REGULATES P14-ARF%REACTOME DATABASE ID RELEASE 83%8951936	0.00107	0.0214208545727136
INTERACTOME OF POLYCOMB REPRESSIVE COMPLEX 2 (PRC2) %WIKIPATHWAYS_20220510%WP2916%HOMO SAPIENS	INTERACTOME OF POLYCOMB REPRESSIVE COMPLEX 2 (PRC2) %WIKIPATHWAYS_20220510%WP2916%HOMO SAPIENS	0.00107	0.0214208545727136
MITOCHONDRIAL TRANSCRIPTION%GOBP%GO:0006390	MITOCHONDRIAL TRANSCRIPTION%GOBP%GO:0006390	0.00108	0.0214921609538003
REGULATION OF CELL PROLIFERATION INVOLVED IN HEART MORPHOGENESIS%GOBP%GO:2000136	REGULATION OF CELL PROLIFERATION INVOLVED IN HEART MORPHOGENESIS%GOBP%GO:2000136	0.00108	0.0214921609538003
NEGATIVE REGULATION OF OSSIFICATION%GOBP%GO:0030279	NEGATIVE REGULATION OF OSSIFICATION%GOBP%GO:0030279	0.00108	0.0214921609538003
CD40%IOB%CD40	CD40%IOB%CD40	0.00108	0.0214921609538003
PYRIMIDINE NUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0006213	PYRIMIDINE NUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0006213	0.00109	0.0214989217134417
C21-STEROID HORMONE METABOLIC PROCESS%GOBP%GO:0008207	C21-STEROID HORMONE METABOLIC PROCESS%GOBP%GO:0008207	0.00109	0.0214989217134417
BETA OXIDATION OF VERY LONG CHAIN FATTY ACIDS%PATHWHIZ%PW000161	BETA OXIDATION OF VERY LONG CHAIN FATTY ACIDS%PATHWHIZ%PW000161	0.00109	0.0214989217134417
ADRENOLEUKODYSTROPHY, X-LINKED%PATHWHIZ%PW000492	ADRENOLEUKODYSTROPHY, X-LINKED%PATHWHIZ%PW000492	0.00109	0.0214989217134417
CARNITINE-ACYLCARNITINE TRANSLOCASE DEFICIENCY%PATHWHIZ%PW000493	CARNITINE-ACYLCARNITINE TRANSLOCASE DEFICIENCY%PATHWHIZ%PW000493	0.00109	0.0214989217134417
CYTOPROTECTION BY HMOX1%REACTOME DATABASE ID RELEASE 83%9707564	CYTOPROTECTION BY HMOX1%REACTOME DATABASE ID RELEASE 83%9707564	0.00109	0.0214989217134417
POSITIVE REGULATION OF PLATELET ACTIVATION%GOBP%GO:0010572	POSITIVE REGULATION OF PLATELET ACTIVATION%GOBP%GO:0010572	0.00113	0.0220597807017544
REGULATION OF MEMBRANE LIPID DISTRIBUTION%GOBP%GO:0097035	REGULATION OF MEMBRANE LIPID DISTRIBUTION%GOBP%GO:0097035	0.00113	0.0220597807017544
GLUCOSE CATABOLIC PROCESS TO PYRUVATE%GOBP%GO:0061718	GLUCOSE CATABOLIC PROCESS TO PYRUVATE%GOBP%GO:0061718	0.00113	0.0220597807017544
CANONICAL GLYCOLYSIS%GOBP%GO:0061621	CANONICAL GLYCOLYSIS%GOBP%GO:0061621	0.00113	0.0220597807017544
NADH REGENERATION%GOBP%GO:0006735	NADH REGENERATION%GOBP%GO:0006735	0.00113	0.0220597807017544
PID_FOXO_PATHWAY%MSIGDB_C2%PID_FOXO_PATHWAY	PID_FOXO_PATHWAY%MSIGDB_C2%PID_FOXO_PATHWAY	0.00113	0.0220597807017544
FOLATE METABOLISM%WIKIPATHWAYS_20220510%WP176%HOMO SAPIENS	FOLATE METABOLISM%WIKIPATHWAYS_20220510%WP176%HOMO SAPIENS	0.00113	0.0220597807017544
REGULATION OF NEUROINFLAMMATORY RESPONSE%GOBP%GO:0150077	REGULATION OF NEUROINFLAMMATORY RESPONSE%GOBP%GO:0150077	0.00114	0.0222225109489051
NEGATIVE REGULATION OF SPHINGOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0090155	NEGATIVE REGULATION OF SPHINGOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0090155	0.00116	0.0224811030478955
HYDROGEN PEROXIDE METABOLIC PROCESS%GOBP%GO:0042743	HYDROGEN PEROXIDE METABOLIC PROCESS%GOBP%GO:0042743	0.00116	0.0224811030478955
RHO GTPASES ACTIVATE PAKS%REACTOME%R-HSA-5627123.2	RHO GTPASES ACTIVATE PAKS%REACTOME%R-HSA-5627123.2	0.00116	0.0224811030478955
NAD+ BIOSYNTHETIC PATHWAYS%WIKIPATHWAYS_20220510%WP3645%HOMO SAPIENS	NAD+ BIOSYNTHETIC PATHWAYS%WIKIPATHWAYS_20220510%WP3645%HOMO SAPIENS	0.00116	0.0224811030478955
MACROPHAGE ACTIVATION%GOBP%GO:0042116	MACROPHAGE ACTIVATION%GOBP%GO:0042116	0.00117	0.0226092764109986
NOTCH4 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME DATABASE ID RELEASE 83%9013695	NOTCH4 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME DATABASE ID RELEASE 83%9013695	0.00117	0.0226092764109986
NUCLEOTIDE-LIKE (PURINERGIC) RECEPTORS%REACTOME%R-HSA-418038.1	NUCLEOTIDE-LIKE (PURINERGIC) RECEPTORS%REACTOME%R-HSA-418038.1	0.00118	0.0227695664739884
RESPONSE TO GLYCOPROTEIN%GOBP%GO:1904587	RESPONSE TO GLYCOPROTEIN%GOBP%GO:1904587	0.00119	0.0229293939393939
MEGAKARYOCYTE DIFFERENTIATION%GOBP%GO:0030219	MEGAKARYOCYTE DIFFERENTIATION%GOBP%GO:0030219	0.0012	0.0229893830703013
REGULATION OF CARDIAC MUSCLE CELL DIFFERENTIATION%GOBP%GO:2000725	REGULATION OF CARDIAC MUSCLE CELL DIFFERENTIATION%GOBP%GO:2000725	0.0012	0.0229893830703013
MEMBRANE REPOLARIZATION%GOBP%GO:0086009	MEMBRANE REPOLARIZATION%GOBP%GO:0086009	0.0012	0.0229893830703013
ERBB SIGNALING PATHWAY%GOBP%GO:0038127	ERBB SIGNALING PATHWAY%GOBP%GO:0038127	0.0012	0.0229893830703013
NUCLEOSIDE DIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009133	NUCLEOSIDE DIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009133	0.00121	0.023114635193133
GMCSF-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GMCSF-MEDIATED SIGNALING EVENTS	GMCSF-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GMCSF-MEDIATED SIGNALING EVENTS	0.00121	0.023114635193133
