logFC	logCPM	F	PValue	FDR	rank
AKAP7	0.290590897164875	3.02524401914894	3.44365300773516	0.0658811539196125	0.185859541395851	1.18123880269397
POP4	0.289712798074158	3.13451024320871	3.44363493608193	0.0658818537750985	0.185859541395851	1.18123418920828
SAP18P2	0.461101527954699	0.601452516289907	3.4423610321934	0.06593120812932	0.185914217437549	1.18090896613268
SLC15A3	0.907724389011782	1.5790852589912	3.44086480102562	0.0659892270783431	0.186014347272853	1.18052695843249
RPL31P49	0.352912821213911	0.908679365036354	3.44067201173704	0.0659967068301471	0.186014347272853	1.180477734779
TMED9	0.270022295197755	5.36344284382744	3.44012933000855	0.0660177664735621	0.186043856326643	1.18033917289598
TCF3	0.280013615696355	6.22794494151869	3.43982619068123	0.0660295334492492	0.186043856326643	1.18026177134932
AC002075.4	0.502328404632312	-0.560270219818131	3.43962947392587	0.0660371706275516	0.186043856326643	1.18021154242264
CUEDC2	0.27155537648817	4.32444191961476	3.43823585035159	0.0660913029461871	0.186145855412744	1.17985568621761
SEC63	0.217201679544784	5.33606403406141	3.43811688583168	0.0660959260901355	0.186145855412744	1.17982530800451
SDC4	0.763640447819638	2.00943161372501	3.43647410550156	0.0661598028265839	0.186239673353612	1.17940579776407
PDXK	0.256796228579934	4.49735774645943	3.43633114294147	0.0661653648407772	0.186239673353612	1.17936928842701
USP22	0.255085207087758	7.66927755813631	3.43629609895363	0.0661667283179668	0.186239673353612	1.1793603389635
SH3TC1	0.462923879586382	5.28965399421473	3.43068241709978	0.066385535960605	0.186686119563992	1.17792653413751
DDX3P1	0.686070882780542	-1.09470685013492	3.42904955564054	0.0664493277468333	0.186821931540059	1.17750940836034
HIST1H4C	0.494517168967061	3.77362751788839	3.42893231976793	0.0664539104075478	0.186821931540059	1.17747945838637
RP11-455O6.5	0.858059213271861	-0.888333274084472	3.42799630971303	0.0664905105876217	0.186868361427951	1.17724033204282
CD72	0.593838428081479	1.75721782311702	3.42708983908821	0.0665259764899277	0.1869224109337	1.17700874201408
AC007036.4	0.500830339515714	1.44048065800051	3.4269913089756	0.066529832739354	0.1869224109337	1.17698356839924
ADARB2	0.858720992344654	0.342066782132556	3.42568879144357	0.0665808331093512	0.186998772298442	1.17665077492687
MYH15	0.832481562520027	-0.567739820881848	3.42552729288189	0.0665871595684372	0.186998772298442	1.17660951056269
MTRNR2L1	0.852871250767137	0.197667428447019	3.42236759566758	0.0667110667798202	0.18729021283025	1.17580211446831
TAB3	0.22679518424575	5.04912441491215	3.4198309261838	0.0668107225245433	0.187481850606089	1.17515383154333
TROVE2	0.244749223193133	5.59742848420867	3.41876108701214	0.0668528005636903	0.187544871646311	1.17488039477625
CCDC22	0.246704510678727	3.58254309145002	3.41775610258545	0.0668923539066926	0.187544871646311	1.17462352118445
AC013463.2	0.930384162494715	-0.907031689960461	3.41608736017146	0.0669580868207912	0.187679346587719	1.17419696384161
KATNB1	0.223611948572849	4.55789076334281	3.41601952452934	0.0669607603912871	0.187679346587719	1.17417962323664
RP11-815J4.7	0.37148094758604	1.73837618608081	3.41576725248045	0.0669707040704242	0.187679346587719	1.17411513525386
RP3-417G15.1	0.302443935833407	5.95765819753078	3.41311208241486	0.067075458515233	0.187916310155293	1.17343634989039
NDUFB7	0.312989284366362	3.06176129654479	3.40957015266717	0.0672154743938181	0.188195237363853	1.172530731854
UIMC1	0.206738809239602	5.27511715943937	3.407975423914	0.0672786187795285	0.188315363755937	1.17212293312255
OSER1	0.291929974130683	4.56294630490091	3.40497546238794	0.0673975783648889	0.188506559178394	1.17135570764361
NOB1	0.310705113460467	4.62680145567212	3.40343922298535	0.0674585840628702	0.188592147271918	1.1709627787729
CENPN	0.406309652154613	2.45881624945661	3.4030793063801	0.0674728853728468	0.188603793152762	1.17087071752054
NAE1	0.317808417780807	4.25193017028	3.40273262333734	0.0674866639490796	0.188613974581627	1.17078203969555
ZFP1	0.350326549281746	3.38901509832511	3.40221262203749	0.0675073365987303	0.188643417844898	1.17064902611416
RP11-61K9.3	0.544719860523664	0.28541495985455	3.39695688860435	0.0677166634161072	0.189073580967248	1.16930444890439
NANOS3	0.487021527750382	1.16661861383778	3.39678079479225	0.0677236890829947	0.189073580967248	1.16925939278474
CCDC71L	0.325885169642479	3.38490114283954	3.39330253005549	0.0678626242848845	0.189345676477356	1.16836934996047
ATP5H	0.315263570884195	2.62549647733133	3.39275722227004	0.0678844339291084	0.189355950615028	1.16822979911723
AF011889.2	0.776177530322166	-0.0793926905624733	3.39056021048725	0.0679723805587566	0.189572850335333	1.16766751975808
URB1-AS1	0.618222751039004	0.0580140906639598	3.38992409830127	0.0679978672236121	0.189615512257901	1.16750470887527
MRPS10	0.390452952624414	2.25939731652365	3.38869764473005	0.0680470358963411	0.189724189984884	1.16719078775528
RNF212	0.930054805563062	-1.20863209104072	3.38825314509029	0.0680648654434834	0.189745470587616	1.16707700969609
SDSL	0.623009597528814	0.0615855275307933	3.38521751481544	0.0681867644377032	0.189971449716542	1.16629991697859
RPS20	0.285781933149341	6.7713641431837	3.37999440707406	0.0683970575840686	0.190471782029983	1.16496258106481
CTD-2020K17.3	0.528495612851945	0.268005851759363	3.37755166222955	0.0684956485084875	0.190656876714252	1.16433701812481
SKA2P1	0.608163763338645	0.424176481330142	3.37733235042798	0.0685045076156217	0.190656876714252	1.16428085086986
FAM171B	0.346207410888838	3.59809251172252	3.37670136876796	0.0685300030616731	0.190683817614234	1.1641192487799
PER2	0.249654584870921	5.70927778775132	3.37658558558069	0.0685346825131126	0.190683817614234	1.16408959475296
GTPBP4	0.262457983816965	5.88962770593803	3.37611016554604	0.068553900545528	0.190684654317929	1.16396782990136
SLC25A32	0.235273476593162	4.32067216678745	3.37607114485835	0.0685554781484814	0.190684654317929	1.16395783577457
EIF6	0.333808092148724	2.9554868484833	3.37439515317114	0.0686232754723756	0.190702196832432	1.16352855638144
ARSB	0.240897133073457	4.06434371860541	3.37289377219996	0.0686840710997069	0.190785668760016	1.16314397088244
BTBD6P1	0.809576360747705	-1.24913467432864	3.37235785360405	0.0687057862520131	0.190802698306029	1.16300668606272
HADHA	0.252441525939709	6.1709701522127	3.37223637729517	0.0687107094447926	0.190802698306029	1.16297556730296
ZNF706	0.207634831601392	3.74320361335163	3.37138225866591	0.0687453359617979	0.190870368782026	1.16275676127611
AKR7A2	0.295559371507959	3.14259035714561	3.3710986826479	0.0687568364945528	0.190873819706197	1.1626841134359
RAB11FIP4	0.522795615753927	3.5652074193412	3.36963785273981	0.0688161140342025	0.191009882152214	1.16230985512619
C6orf132	0.729799251595417	-0.609058418829255	3.36891677586545	0.0688453942882519	0.191034162975812	1.1621251084514
FCRLA	1.20774795883983	-0.684835442879699	3.36540045380822	0.0689883725726494	0.191373827792466	1.16122409988678
NCLP1	0.362900450416647	2.4447065093382	3.36369285079185	0.0690579219708673	0.191509659021445	1.1607864941905
SPNS3	0.573300431159993	3.69742389088446	3.36231600949039	0.0691140550081271	0.191608302397764	1.16043362568259
UXT	0.247690089573305	4.32673825015753	3.36193285535211	0.0691296847756533	0.19162299632137	1.16033542345181
RP11-100N21.1	0.399160013690414	-0.42116061165757	3.35929321824756	0.0692374659714058	0.19183602840916	1.15965883529078
BTF3P7	0.451016370480393	0.0391180756969317	3.35818987733191	0.0692825713396499	0.191903853451653	1.15937600237209
CYP2U1	0.531518068488031	1.68734267366204	3.3546167862192	0.0694288605211999	0.192223216274139	1.15845996240319
AC074019.2	0.665395596196852	-1.04508302996511	3.35299098921114	0.0694955345301877	0.192350573633457	1.15804310031929
AKR1A1	0.275145133138292	4.56897355977797	3.35199607664001	0.0695363701609886	0.192434975603164	1.15778798348591
YME1L1	0.19065989003597	6.02771545141739	3.3498194058728	0.0696258011072401	0.192596537387175	1.15722979484224
EIF2B2	0.216264063164477	3.16591077028449	3.34750122068934	0.0697211834257806	0.192803058580313	1.15663524991941
UNC13C	1.01937165333721	-0.872324387108359	3.34619342014314	0.0697750556893906	0.192902038056345	1.15629980821682
FNDC10	0.484663407327156	1.88519579499936	3.3458775013216	0.0697880761067988	0.192902038056345	1.15621877398699
ELL	0.2350086502169	4.53416411552573	3.3418615412663	0.0699538213821724	0.193291101525576	1.15518855622776
RP11-12M9.3	0.317005681248265	2.71453501305565	3.33956586926422	0.0700487591823071	0.19341180585135	1.15459955324116
CFDP1	0.239809211075696	4.79252651293576	3.33643338457807	0.0701785288773212	0.193664847300785	1.15379573995587
RP11-139H15.5	0.752413357689429	-0.861283666241709	3.33586510821342	0.0702020988263676	0.193701164733252	1.15364990360974
HPCAL4	0.777579053740951	0.47169798586005	3.33396661014292	0.0702809035813715	0.193774937597001	1.15316266354156
ELK1	0.231306668308062	4.23529573501823	3.32757411856146	0.0705469555298991	0.194479666444498	1.15152172358355
CAST	0.320679008091563	5.83945506012527	3.32728434355446	0.070559041652077	0.194480829986135	1.15144732651628
PAXIP1-AS1	0.408860013430562	1.86152036885642	3.32624593257525	0.0706023708086584	0.194516430372352	1.15118071521122
NUDT21	0.277593420588245	5.91793065460931	3.32600613405058	0.0706123808394759	0.194516430372352	1.15111914514005
HAUS8	0.310697524173729	2.31773994997143	3.32573364411623	0.0706237573924988	0.194516430372352	1.15104918040901
QPRT	0.343117048352353	3.18571937939589	3.32550116196263	0.0706334651776645	0.194516430372352	1.15098948735461
ZBED4	0.255663507477411	6.13371634704067	3.32253550550972	0.0707574295110895	0.194828980222307	1.15022795260554
RP1-111C20.4	0.561014499001183	-0.17331854303577	3.31993278216597	0.0708664176798414	0.195100207158824	1.14955952040907
LINC01481	0.350000086847073	2.08574646671503	3.31938647435452	0.0708893172491251	0.195106115485794	1.14941920641515
NFATC1	0.292895561833903	5.45486099942423	3.31913123249812	0.0709000189657641	0.195106115485794	1.14935364864309
CTBP1	0.198081605252377	5.99435617075181	3.31824300884848	0.0709372738463436	0.195130880590938	1.14912550568984
HOPX	0.728503240491809	3.99327358492822	3.31816664918079	0.0709404776009079	0.195130880590938	1.14910589200249
HCG4P5	0.55190889284494	2.97571511714062	3.31696384298061	0.0709909633820755	0.195212035852469	1.14879693019743
CCDC59	0.235936353047135	4.72837114955535	3.31413437658881	0.0711098792514144	0.195452383029589	1.14807005881563
MNT	0.216290634944173	5.32175377696709	3.313090267186	0.0711538152998482	0.195544261571345	1.14780180788825
RP5-827C21.4	0.670976199680359	-0.861852980843002	3.31186956756294	0.0712052195977878	0.195627746386481	1.14748816985428
CNTN2	0.929444664046056	-1.45999202600731	3.30759473033485	0.0713855530656228	0.196072363112476	1.14638967139922
GNMT	0.75043902888266	-0.847393091701388	3.30743284024126	0.0713923921096596	0.196072363112476	1.14634806610667
TMEM11	0.302958968454265	3.45002179586936	3.30728439952571	0.0713986636097453	0.196072363112476	1.14630991696815
TPP1	0.275892541115339	5.80156062687799	3.30399396895868	0.0715378352380709	0.19642556265457	1.14546420590336
AC022182.2	0.335567344600192	3.54026806742037	3.30152126624827	0.071642614071758	0.196655223874801	1.14482857614199
STAU1	0.245205991309265	5.94020314425347	3.29725071017783	0.0718239679368804	0.197027912834729	1.14373060581688
GLTSCR2	0.252753172060038	7.54209343685144	3.29593792743909	0.0718798167727056	0.197131854164555	1.14339303861237
RP11-603J24.5	0.568256229028835	-0.551459783227136	3.29516034749714	0.0719129190604019	0.197187476741702	1.14319308218126
ERCC5	0.386490728706583	1.04658415565485	3.29496372295812	0.0719212921671286	0.197187476741702	1.14314251849379
GPR65	0.925683498864525	0.81960775964586	3.29111504888684	0.0720853982812177	0.197550087071708	1.14215269766776
DCUN1D5	0.260043264455942	3.64879153887151	3.28980851572637	0.0721412007721884	0.197629546955447	1.1418166332348
APOM	0.489175374743673	0.0567411235492065	3.28883339720743	0.0721828789857729	0.197700767172102	1.14156580026626
ATP5C1P1	0.571055787851594	0.161679955890173	3.2877899068255	0.0722275084826823	0.19779388930769	1.14129736604633
ERLEC1	0.249610084855094	4.2062704885389	3.28532511986814	0.0723330450260426	0.197995484237217	1.14066325189208
PI4K2B	0.323868273805346	2.32217799315035	3.28499654400617	0.0723471265350485	0.198004902274479	1.14057871340126
TBC1D10C	0.335172963463908	3.29352381518814	3.28422908596489	0.0723800284569309	0.198065819048025	1.14038125048057
AC093838.4	0.250085483554136	3.35643265109931	3.2825673065067	0.0724513267840217	0.198202629931943	1.13995365698779
KCTD6	0.417086981345887	1.57733428645901	3.2798191450891	0.072569403504734	0.198467292830113	1.13924644665343
RP11-459A10.1	0.448303745737436	0.356666311702053	3.27932215777236	0.0725907792217521	0.198496578950531	1.1391185416613
STX18	0.230888480317564	3.62767551541811	3.27631352447475	0.0727203283744299	0.198675652678225	1.13834416869037
LSM12P1	0.374564302254531	2.22835565867605	3.27157346471855	0.0729249409179302	0.199188220395179	1.13712391406125
RP11-693M3.1	0.977312119759694	-0.0715316407677691	3.27144660664357	0.072930425540724	0.199188220395179	1.13709125237079
SYT11	0.304663828295036	4.20595647587975	3.27122391652335	0.0729400544804789	0.199188220395179	1.13703391663833
LENG1	0.286734247553437	2.76500999955563	3.26835284990827	0.0730643208015421	0.199469026038013	1.1362946485109
PAOX	0.496207965316665	0.753760951018896	3.26751266918451	0.0731007292200567	0.199509881098095	1.13607829069375
HNRNPA1P48	0.270086761472482	4.86107643011822	3.26372875825816	0.0732649457515228	0.199827582577385	1.13510376762484
RPS6	0.266931374362959	9.9658544808954	3.26043321610106	0.0734082942728681	0.200143815359638	1.13425486714892
MRPL55	0.305445951990017	2.50327860503688	3.25811685099574	0.0735092331821216	0.200360306291624	1.13365810760695
C9orf16	0.309035259824396	3.28938052093782	3.25725240043605	0.0735469414769832	0.20040437648319	1.13343538313071
CANX	0.250343713992106	8.43079453295403	3.25469711801855	0.0736585286746068	0.200620301753086	1.13277696040483
TTC32	0.321741981553529	2.46859649725594	3.25411752431829	0.0736838646677613	0.200639643583133	1.1326276037685
YBX3	0.247951941286252	7.41476987503859	3.25294351842411	0.0737352134419448	0.200719750219881	1.13232505825718
RPL7AP30	0.262740270936051	4.9281375444835	3.25287552470833	0.0737381885481032	0.200719750219881	1.13230753547449
ITGA3	0.764991151966378	0.697830047773161	3.25064913592524	0.0738356776370104	0.20092633657056	1.13173373496886
SCAMP2	0.248316702572627	4.51265954034768	3.25011137980217	0.073859245891655	0.200961083133779	1.13159513084108
BCL7A	0.305916881101021	4.92768961748865	3.24864705095652	0.0739234645295163	0.201047621742946	1.13121768747528
PTPN11	0.237488733078294	5.84371711961681	3.2455108914358	0.0740612061156748	0.201243907740725	1.13040921957368
USP30	0.268920259678696	3.18428266951266	3.24528037328	0.0740713415797627	0.201243907740725	1.13034978933772
NCOA3	0.252113737476213	5.81468710841901	3.24423581839116	0.074117287655472	0.201309347059387	1.13008048220008
RP11-54D18.4	0.280851269082487	3.79237027740594	3.24403072215804	0.0741263127119068	0.201309347059387	1.13002760258567
UBA7	0.289888033168765	5.94122559774025	3.24399504080837	0.0741278829563049	0.201309347059387	1.13001840286657
RRM2B	0.29590928495083	3.87757731664382	3.24346395503966	0.0741512589489013	0.201343444698841	1.12988147106959
ZNF326	0.209877863125312	6.08352965215224	3.24299364742865	0.074171966451445	0.201364458228941	1.12976020679526
NHSL2	0.654689016166489	3.36094748880171	3.2383990191663	0.0743745975414753	0.201795216847687	1.12857537132712
WDR48	0.240282112283924	5.90035976799826	3.23740284837714	0.0744186097338709	0.201863190951584	1.12831844759785
ECSIT	0.283934109868789	3.92530663204001	3.23640915060973	0.0744625408744288	0.20193647568039	1.12806214849748
C18orf8	0.306264678315956	4.00671690704802	3.23630083813421	0.0744673310467991	0.20193647568039	1.12803421124887
EIF4E3	0.460983744078464	4.04019318062715	3.23544249845184	0.0745053033891827	0.202010008081876	1.12781281247745
CCNYL1	0.228038164048774	3.28769750955698	3.23176673116726	0.0746681550142701	0.202422061262462	1.12686457958136
CTB-35F21.1	0.744148133602468	-0.585464959757798	3.23116442664825	0.0746948764682781	0.202435517232991	1.12670918664332
CCDC97	0.223621769651874	4.90133808314192	3.23012180826617	0.0747411571844746	0.202531447923213	1.12644018244382
FOSB	0.352414325303415	9.61235000264198	3.22907292454235	0.0747877474755511	0.202628189432885	1.12616954705027
YEATS4	0.389430362647224	4.0106167320851	3.22837764147379	0.0748186486087744	0.202682401122736	1.12599014039139
RP11-169K16.8	0.348897996263444	2.82455896963008	3.22739456030989	0.0748623643249274	0.202771306456805	1.12573646099057
